year,Inflation rate, budget ,budget_cleaned, gross ,gross_cleaned,company,country,director,genre,,name,rating,released,runtime,score,star,votes,writer
1994,1.6195,"$10,500,000 ","$17,004,750 ","$26,593,646 ","$43,068,410 ",Overnight Films,USA,Ethan Maniquis,Action,,Machete,R,2009/3/10,105,6.6,Danny Trejo,173229,Robert Rodriguez
1994,1.6195,"$19,000,000 ","$30,770,500 ","$27,758,465 ","$44,954,834 ",Mandate Pictures,USA,Josh Gordon,Comedy,,The Switch,PG-13,8/20/10,100,6.1,Jennifer Aniston,83839,Allan Loeb
1994,1.6195,"$120,000,000 ","$194,340,000 ","$30,212,620 ","$48,929,338 ",Columbia Pictures,USA,James L. Brooks,Comedy,,How Do You Know,PG-13,12/17/10,100,5.4,Reese Witherspoon,37605,James L. Brooks
1994,1.6195,"$40,000,000 ","$64,780,000 ","$31,011,732 ","$50,223,500 ",Bad Robot,USA,Roger Michell,Comedy,,Morning Glory,PG-13,2011/10/10,100,6.5,Rachel McAdams,62536,Aline Brosh McKenna
1993,1.6609,"$42,000,000 ","$69,757,800 ","$138,447,667 ","$229,947,730 ",Columbia Pictures,USA,Phil Lord,Action,,21 Jump Street,R,3/16/12,110,7.2,Jonah Hill,441919,Michael Bacall
1993,1.6609,"$85,000,000 ","$141,176,500 ","$148,313,048 ","$246,333,141 ",Columbia Pictures,USA,Genndy Tartakovsky,Animation,,Hotel Transylvania,PG,9/28/12,91,7.1,Adam Sandler,180944,Peter Baynham
1993,1.6609,"$170,000,000 ","$282,353,000 ","$155,332,381 ","$257,991,552 ",Roth Films,USA,Rupert Sanders,Action,,Snow White and the Huntsman,PG-13,2006/1/12,127,6.1,Kristen Stewart,243327,Evan Daugherty
1993,1.6609,"$95,000,000 ","$157,785,500 ","$161,321,843 ","$267,939,449 ",Blue Sky Studios,USA,Steve Martino,Animation,,Ice Age: Continental Drift,PG,7/13/12,88,6.6,Ray Romano,158545,Michael Berg
1993,1.6609,"$100,000,000 ","$166,090,000 ","$162,805,434 ","$270,403,545 ",The Weinstein Company,USA,Quentin Tarantino,Drama,,Django Unchained,R,12/25/12,165,8.4,Jamie Foxx,1070691,Quentin Tarantino
1993,1.6609,"$225,000,000 ","$373,702,500 ","$179,020,854 ","$297,335,736 ",Columbia Pictures,USA,Barry Sonnenfeld,Action,,Men in Black 3,PG-13,5/25/12,100,6.8,Will Smith,282995,Etan Cohen
1993,1.6609,"$65,000,000 ","$107,958,500 ","$182,207,973 ","$302,629,222 ",DreamWorks,USA,Steven Spielberg,Biography,,Lincoln,PG-13,11/16/12,150,7.4,Daniel Day-Lewis,211227,Tony Kushner
1993,1.6609,"$165,000,000 ","$274,048,500 ","$189,422,889 ","$314,612,476 ",Walt Disney Animation Studios,USA,Rich Moore,Animation,,Wreck-It Ralph,PG,2011/2/12,101,7.7,John C. Reilly,298207,Rich Moore
1993,1.6609,"$70,000,000 ","$116,263,000 ","$214,030,500 ","$355,483,257 ",Universal Pictures,USA,Chris Renaud,Animation,,The Lorax,PG,2003/2/12,86,6.4,Zac Efron,83314,Dr. Seuss
1993,1.6609,"$145,000,000 ","$240,830,500 ","$216,391,482 ","$359,404,612 ",DreamWorks Animation,USA,Eric Darnell,Animation,,Madagascar 3: Europe's Most Wanted,PG,2006/8/12,100,6.9,Ben Stiller,130435,Eric Darnell
1993,1.6609,"$50,000,000 ","$83,045,000 ","$218,815,487 ","$363,430,642 ",Universal Pictures,USA,Seth MacFarlane,Comedy,,Ted,R,6/29/12,106,7,Mark Wahlberg,503464,Seth MacFarlane
1993,1.6609,"$185,000,000 ","$307,266,500 ","$237,283,207 ","$394,103,679 ",Walt Disney Pictures,USA,Mark Andrews,Animation,,Brave,PG,6/22/12,93,7.2,Kelly Macdonald,302017,Brenda Chapman
1993,1.6609,"$230,000,000 ","$382,007,000 ","$262,030,663 ","$435,206,728 ",Columbia Pictures,USA,Marc Webb,Action,,The Amazing Spider-Man,PG-13,2007/3/12,136,7,Andrew Garfield,484931,James Vanderbilt
1993,1.6609,"$120,000,000 ","$199,308,000 ","$292,298,923 ","$485,479,281 ",Summit Entertainment,USA,Bill Condon,Adventure,,The Twilight Saga: Breaking Dawn - Part 2,PG-13,11/16/12,115,5.5,Kristen Stewart,197849,Melissa Rosenberg
1993,1.6609,"$180,000,000 ","$298,962,000 ","$303,003,568 ","$503,258,626 ",New Line Cinema,USA,Peter Jackson,Adventure,,The Hobbit: An Unexpected Journey,PG-13,12/14/12,169,7.9,Martin Freeman,680250,Fran Walsh
1993,1.6609,"$78,000,000 ","$129,550,200 ","$408,010,692 ","$677,664,958 ",Lionsgate,USA,Gary Ross,Adventure,,The Hunger Games,PG-13,3/23/12,142,7.2,Jennifer Lawrence,748581,Gary Ross
1993,1.6609,"$220,000,000 ","$365,398,000 ","$623,357,910 ","$1,035,335,153 ",Marvel Studios,USA,Joss Whedon,Action,,The Avengers,PG-13,2005/4/12,143,8.1,Robert Downey Jr.,1064633,Joss Whedon
1993,1.6609,"$7,000,000 ","$11,626,300 ","$1,887 ","$3,134 ",Annapurna Productions,USA,Aaron Harvey,Action,,Catch .44,R,2001/5/12,94,4.6,Malin Akerman,15243,Aaron Harvey
1993,1.6609,"$6,000,000 ","$9,965,400 ","$4,106 ","$6,820 ",Code Red,USA,Lance Daly,Drama,,The Good Doctor,PG-13,8/31/12,91,5.6,Orlando Bloom,5532,John Enbom
1993,1.6609,"$10,000,000 ","$16,609,000 ","$5,176 ","$8,597 ",Foresight Unlimited,USA,Matthew Chapman,Drama,,The Ledge,R,5/26/11,100,6.6,Charlie Hunnam,16604,Matthew Chapman
1993,1.6609,"$35,000,000 ","$58,131,500 ","$16,816 ","$27,930 ",Millennium Films,USA,Joel Schumacher,Crime,,Trespass,R,5/18/12,91,5.3,Nicolas Cage,36771,Karl Gajdusek
1993,1.6609,"$8,000,000 ","$13,287,200 ","$17,186 ","$28,544 ",Magic Violet,USA,Geoffrey Fletcher,Action,,Violet & Daisy,R,2006/6/13,88,6.1,Saoirse Ronan,10028,Geoffrey Fletcher
1993,1.6609,"$17,000,000 ","$28,235,300 ","$41,081 ","$68,231 ",Endgame Entertainment,USA,Roger Donaldson,Action,,Seeking Justice,R,1/13/12,105,6.2,Nicolas Cage,40833,Todd Hickey
1993,1.6609,"$14,000,000 ","$23,252,600 ","$46,495 ","$77,224 ",Fox Searchlight Pictures,USA,Kenneth Lonergan,Drama,,Margaret,R,2006/1/12,150,6.5,Anna Paquin,13729,Kenneth Lonergan
1993,1.6609,"$13,000,000 ","$21,591,700 ","$69,136 ","$114,828 ",Antena 3 Films,USA,Juan Carlos Fresnadillo,Fantasy,,Intruders,R,4/20/12,100,5.4,Clive Owen,18528,Nicol_ Casariego
1993,1.6609,"$750,000 ","$1,245,675 ","$77,501 ","$128,721 ",Dark Sky Films,USA,Ti West,Horror,,The Innkeepers,R,4/20/12,101,5.5,Sara Paxton,29002,Ti West
1993,1.6609,"$13,000,000 ","$21,591,700 ","$303,877 ","$504,709 ",GK Films,USA,Angelina Jolie,Drama,,In the Land of Blood and Honey,R,2/16/12,100,4.4,Zana Marjanovic,32055,Angelina Jolie
1993,1.6609,"$30,000,000 ","$49,827,000 ","$538,690 ","$894,710 ",Relativity Media,USA,Marc Forster,Action,,Machine Gun Preacher,R,2002/3/12,129,6.8,Gerard Butler,56603,Jason Keller
1993,1.6609,"$12,000,000 ","$19,930,800 ","$969,239 ","$1,609,809 ",Lightstream Entertainment,USA,Oren Moverman,Crime,,Rampart,R,2/24/12,108,5.8,Woody Harrelson,20869,James Ellroy
1993,1.6609,"$21,000,000 ","$34,878,900 ","$970,816 ","$1,612,428 ",Summit Entertainment,USA,Jodie Foster,Drama,,The Beaver,PG-13,6/17/11,91,6.7,Mel Gibson,42609,Kyle Killen
1993,1.6609,"$4,000,000 ","$6,643,600 ","$1,104,682 ","$1,834,766 ","Harvey Boys, The",USA,Kevin Smith,Action,,Red State,R,9/30/11,88,6.2,Michael Parks,56365,Kevin Smith
1993,1.6609,"$12,000,000 ","$19,930,800 ","$1,187,711 ","$1,972,669 ",Anchor Bay Films,USA,Jonathan Hensleigh,Biography,,Kill the Irishman,R,2005/11/12,106,7.1,Ray Stevenson,37684,Jonathan Hensleigh
1993,1.6609,"$100,000 ","$166,090 ","$1,316,074 ","$2,185,867 ",Artists Public Domain,USA,Mike Cahill,Drama,,Another Earth,PG-13,2010/12/11,92,7,Brit Marling,78957,Mike Cahill
1993,1.6609,"$5,000,000 ","$8,304,500 ","$1,729,969 ","$2,873,306 ",Hydraulx,USA,Jeff Nichols,Drama,,Take Shelter,R,2011/10/11,121,7.4,Michael Shannon,76102,Jeff Nichols
1993,1.6609,"$11,000,000 ","$18,269,900 ","$1,987,762 ","$3,301,474 ",Voltage Pictures,USA,William Friedkin,Crime,,Killer Joe,R,6/29/12,102,6.7,Matthew McConaughey,63334,Tracy Letts
1993,1.6609,"$250,000 ","$415,225 ","$3,413,908 ","$5,670,160 ",Paramount Vantage,USA,Drake Doremus,Drama,,Like Crazy,PG-13,1/27/12,86,6.7,Felicity Jones,51491,Drake Doremus
1993,1.6609,"$20,000,000 ","$33,218,000 ","$4,752,353 ","$7,893,183 ",Atlas Productions,USA,Paul Johansson,Drama,,Atlas Shrugged: Part I,PG-13,4/15/11,97,5.7,Taylor Schilling,11831,Brian Patrick O'Toole
1993,1.6609,"$3,500,000 ","$5,813,150 ","$5,354,039 ","$8,892,523 ",Before The Door Pictures,USA,J.C. Chandor,Drama,,Margin Call,R,9/21/12,107,7.1,Zachary Quinto,99567,J.C. Chandor
1993,1.6609,"$23,000,000 ","$38,200,700 ","$6,923,891 ","$11,499,891 ",Rogue Pictures,USA,Michael Dowse,Comedy,,Take Me Home Tonight,R,2003/4/11,100,6.3,Topher Grace,46068,Jackie Filgo
1993,1.6609,"$41,000,000 ","$68,096,900 ","$7,204,138 ","$11,965,353 ",Fox 2000 Pictures,USA,David Frankel,Comedy,,The Big Year,PG,10/14/11,100,6.2,Owen Wilson,36943,Howard Franklin
1993,1.6609,"$10,000,000 ","$16,609,000 ","$7,250,054 ","$12,041,615 ",Red Granite Pictures,USA,Jennifer Westfeldt,Comedy,,Friends with Kids,R,3/16/12,107,6.2,Jennifer Westfeldt,37719,Jennifer Westfeldt
1993,1.6609,"$45,000,000 ","$74,740,500 ","$8,305,970 ","$13,795,386 ",Universal Pictures,USA,Oliver Parker,Action,,Johnny English Reborn,PG,10/21/11,101,6.3,Rowan Atkinson,95736,Hamish McColl
1993,1.6609,"$5,000,000 ","$8,304,500 ","$9,203,192 ","$15,285,582 ",Mandalay Vision,USA,Richard Linklater,Biography,,Bernie,PG-13,6/22/12,99,6.8,Jack Black,49922,Skip Hollandsworth
1993,1.6609,"$8,000,000 ","$13,287,200 ","$10,130,219 ","$16,825,281 ",Rickshaw Productions,USA,Joe Nussbaum,Comedy,,Prom,PG,4/29/11,104,5.4,Aimee Teegarden,13474,Katie Wech
1993,1.6609,"$25,000,000 ","$41,522,500 ","$10,324,441 ","$17,147,864 ",Screen Gems,USA,Rod Lurie,Action,,Straw Dogs,R,9/16/11,110,5.8,James Marsden,28710,Rod Lurie
1993,1.6609,"$50,000,000 ","$83,045,000 ","$10,706,786 ","$17,782,901 ",Summit Entertainment,USA,Patrick Lussier,Action,,Drive Angry,R,2/25/11,104,5.4,Nicolas Cage,85499,Todd Farmer
1993,1.6609,"$45,000,000 ","$74,740,500 ","$13,100,042 ","$21,757,860 ",GK Films,USA,Bruce Robinson,Comedy,,The Rum Diary,R,10/28/11,120,6.2,Johnny Depp,90562,Bruce Robinson
1993,1.6609,"$32,000,000 ","$53,148,800 ","$13,303,319 ","$22,095,483 ",Cottonwood Pictures,USA,Terrence Malick,Drama,,The Tree of Life,PG-13,10/21/11,139,6.8,Brad Pitt,146243,Terrence Malick
1993,1.6609,"$25,000,000 ","$41,522,500 ","$13,657,115 ","$22,683,102 ",Lionsgate,USA,Gavin O'Connor,Drama,,Warrior,PG-13,2009/9/11,140,8.2,Tom Hardy,365224,Gavin O'Connor
1993,1.6609,"$15,000,000 ","$24,913,500 ","$13,843,771 ","$22,993,119 ",Focus Features,USA,Lone Scherfig,Drama,,One Day,PG-13,8/19/11,107,7,Anne Hathaway,116446,David Nicholls
1993,1.6609,"$20,000,000 ","$33,218,000 ","$14,008,193 ","$23,266,208 ",Regency Enterprises,USA,Mark Mylod,Comedy,,What's Your Number?,R,9/30/11,106,6.1,Anna Faris,63448,Gabrielle Allan
1993,1.6609,"$12,000,000 ","$19,930,800 ","$16,311,571 ","$27,091,888 ",Paramount Pictures,USA,Jason Reitman,Comedy,,Young Adult,R,12/16/11,94,6.3,Charlize Theron,68120,Diablo Cody
1993,1.6609,"$38,000,000 ","$63,114,200 ","$16,928,670 ","$28,116,828 ",Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,,The Thing,R,10/14/11,103,6.2,Mary Elizabeth Winstead,102345,Eric Heisserer
1993,1.6609,"$5,000,000 ","$8,304,500 ","$17,686,929 ","$29,376,220 ",Dimension Films,USA,Gonzalo L_ez-Gallego,Horror,,Apollo 18,PG-13,2009/2/11,86,5.2,Warren Christie,49108,Brian Miller
1993,1.6609,"$30,000,000 ","$49,827,000 ","$18,298,649 ","$30,392,226 ",DreamWorks,USA,Craig Gillespie,Comedy,,Fright Night,R,8/19/11,106,6.4,Anton Yelchin,89412,Marti Noxon
1993,1.6609,"$1,000,000 ","$1,660,900 ","$18,474,268 ","$30,683,912 ",Snoot Entertainment,USA,Adam Wingard,Horror,,You're Next,R,8/23/13,95,6.5,Sharni Vinson,70259,Simon Barrett
1993,1.6609,"$25,000,000 ","$41,522,500 ","$18,872,522 ","$31,345,372 ",Incentive Filmed Entertainment,USA,David R. Ellis,Horror,,Shark Night 3D,PG-13,2009/2/11,90,4,Sara Paxton,21890,Will Hayes
1993,1.6609,"$55,000,000 ","$91,349,500 ","$21,283,440 ","$35,349,665 ",Cliffjack Motion Pictures,USA,Jim Sheridan,Drama,,Dream House,PG-13,9/30/11,84,6,Daniel Craig,54803,David Loucka
1993,1.6609,"$90,000,000 ","$149,481,000 ","$21,295,021 ","$35,368,900 ",Millennium Films,USA,Marcus Nispel,Action,,Conan the Barbarian,R,8/19/11,113,5.2,Jason Momoa,85864,Thomas Dean Donnelly
1993,1.6609,"$30,000,000 ","$49,827,000 ","$21,426,805 ","$35,587,780 ",Summit Entertainment,USA,Chris Gorak,Action,,The Darkest Hour,PG-13,12/25/11,89,4.9,Emile Hirsch,51758,Jon Spaihts
1993,1.6609,"$49,900,000 ","$82,878,910 ","$21,596,445 ","$35,869,536 ",Universal Pictures,USA,David Gordon Green,Adventure,,Your Highness,R,2004/8/11,102,5.6,Danny McBride,89047,Danny McBride
1993,1.6609,"$30,000,000 ","$49,827,000 ","$23,070,045 ","$38,317,038 ",Universal Pictures,USA,Alister Grierson,Adventure,,Sanctum,R,2002/4/11,108,5.9,Rhys Wakefield,49065,John Garvin
1993,1.6609,"$5,000,000 ","$8,304,500 ","$24,814,830 ","$41,214,951 ",Big Beach Films,USA,Jesse Peretz,Comedy,,Our Idiot Brother,R,8/26/11,90,6.4,Paul Rudd,77870,Jesse Peretz
1993,1.6609,"$40,000,000 ","$66,436,000 ","$24,827,228 ","$41,235,543 ",Atlas Entertainment,USA,Dominic Sena,Action,,Season of the Witch,PG-13,2001/7/11,95,5.4,Nicolas Cage,80353,Bragi F. Schut
1993,1.6609,"$30,000,000 ","$49,827,000 ","$26,692,846 ","$44,334,148 ",Walt Disney Pictures,USA,Stephen J. Anderson,Animation,,Winnie the Pooh,G,7/15/11,100,7.2,Jim Cummings,16941,Stephen J. Anderson
1993,1.6609,"$17,000,000 ","$28,235,300 ","$27,865,571 ","$46,281,927 ",CBS Films,USA,Daniel Barnz,Drama,,Beastly,PG-13,2003/4/11,86,5.6,Alex Pettyfer,68242,Daniel Barnz
1993,1.6609,"$35,000,000 ","$58,131,500 ","$28,087,155 ","$46,649,956 ",Lionsgate,USA,John Singleton,Action,,Abduction,PG-13,9/23/11,106,5.1,Taylor Lautner,68380,Shawn Christensen
1993,1.6609,"$40,000,000 ","$66,436,000 ","$29,121,498 ","$48,367,896 ",CBS Films,USA,Simon West,Action,,The Mechanic,R,1/28/11,93,6.6,Jason Statham,131571,Richard Wenk
1993,1.6609,"$60,000,000 ","$99,654,000 ","$29,136,626 ","$48,393,022 ",Screen Gems,USA,Scott Stewart,Action,,Priest,PG-13,5/13/11,87,5.7,Paul Bettany,102144,Cory Goodman
1993,1.6609,"$40,000,000 ","$66,436,000 ","$31,847,881 ","$52,896,146 ",Warner Bros.,USA,Stephen Daldry,Adventure,,Extremely Loud & Incredibly Close,PG-13,1/20/12,129,6.9,Thomas Horn,87522,Eric Roth
1993,1.6609,"$40,000,000 ","$66,436,000 ","$33,035,397 ","$54,868,491 ",Warner Bros.,USA,Jason Winer,Comedy,,Arthur,PG-13,2004/8/11,110,5.7,Russell Brand,47103,Peter Baynham
1993,1.6609,"$37,000,000 ","$61,453,300 ","$33,047,633 ","$54,888,814 ",New Line Cinema,USA,Mikael H_str_,Drama,,The Rite,PG-13,1/28/11,114,6,Colin O'Donoghue,80181,Michael Petroni
1993,1.6609,"$2,000,000 ","$3,321,800 ","$34,522,221 ","$57,337,957 ",TriStar Pictures,USA,Alex Kendrick,Drama,,Courageous,PG-13,9/30/11,100,7,Alex Kendrick,16417,Alex Kendrick
1993,1.6609,"$8,000,000 ","$13,287,200 ","$35,014,192 ","$58,155,071 ",Summit Entertainment,USA,Jonathan Levine,Comedy,,50/50,R,9/30/11,100,7.7,Joseph Gordon-Levitt,285675,Will Reiser
1993,1.6609,"$19,000,000 ","$31,557,100 ","$35,033,759 ","$58,187,570 ",New Line Cinema,USA,Todd Strauss-Schulson,Adventure,,A Very Harold & Kumar 3D Christmas,R,2011/4/11,90,6.3,Kal Penn,58470,Jon Hurwitz
1993,1.6609,"$15,000,000 ","$24,913,500 ","$35,060,689 ","$58,232,298 ",FilmDistrict,USA,Nicolas Winding Refn,Crime,,Drive,R,9/16/11,100,7.8,Ryan Gosling,472901,Hossein Amini
1993,1.6609,"$30,000,000 ","$49,827,000 ","$35,608,245 ","$59,141,734 ",Universal Pictures,USA,Tom Hanks,Comedy,,Larry Crowne,PG-13,2007/1/11,98,6.1,Tom Hanks,53606,Tom Hanks
1993,1.6609,"$82,000,000 ","$136,193,800 ","$36,392,502 ","$60,444,307 ",Warner Bros.,USA,Zack Snyder,Action,,Sucker Punch,PG-13,3/25/11,110,6.1,Emily Browning,207858,Zack Snyder
1993,1.6609,"$52,000,000 ","$86,366,800 ","$37,081,475 ","$61,588,622 ",Universal Pictures,USA,David Dobkin,Comedy,,The Change-Up,R,2008/5/11,112,6.3,Jason Bateman,144130,Jon Lucas
1993,1.6609,"$6,600,000 ","$10,961,940 ","$37,295,394 ","$61,943,920 ",TriStar Pictures,USA,Salim Akil,Comedy,,Jumping the Broom,PG-13,2005/6/11,100,5.7,Paula Patton,8399,Elizabeth Hunter
1993,1.6609,"$16,000,000 ","$26,574,400 ","$37,300,107 ","$61,951,748 ",Screen Gems,USA,Christian E. Christiansen,Drama,,The Roommate,PG-13,2002/4/11,100,4.9,Minka Kelly,30941,Sonny Mallhi
1993,1.6609,"$35,000,000 ","$58,131,500 ","$37,306,030 ","$61,961,585 ",Imagine Entertainment,USA,Clint Eastwood,Biography,,J. Edgar,R,2011/11/11,137,6.6,Leonardo DiCaprio,108929,Dustin Lance Black
1993,1.6609,"$40,000,000 ","$66,436,000 ","$37,412,945 ","$62,139,160 ",Universal Pictures,USA,Greg Mottola,Adventure,,Paul,R,3/18/11,104,7,Simon Pegg,205426,Simon Pegg
1993,1.6609,"$40,000,000 ","$66,436,000 ","$37,520,095 ","$62,317,126 ",Regency Enterprises,USA,Andrew Niccol,Action,,In Time,PG-13,10/28/11,109,6.7,Justin Timberlake,324606,Andrew Niccol
1993,1.6609,"$42,000,000 ","$69,757,800 ","$37,662,162 ","$62,553,085 ",Warner Bros.,USA,Catherine Hardwicke,Fantasy,,Red Riding Hood,PG-13,2003/11/11,100,5.4,Amanda Seyfried,96451,David Leslie Johnson
1993,1.6609,"$32,000,000 ","$53,148,800 ","$37,915,414 ","$62,973,711 ",Regency Enterprises,USA,John Whitesell,Action,,"Big Mommas: Like Father, Like Son",PG-13,2/18/11,107,4.4,Martin Lawrence,21446,Matt Fogel
1993,1.6609,"$40,000,000 ","$66,436,000 ","$38,180,928 ","$63,414,703 ",Dimension Films,USA,Wes Craven,Horror,,Scream 4,R,4/15/11,111,6.2,Neve Campbell,110371,Kevin Williamson
1993,1.6609,"$27,000,000 ","$44,844,300 ","$38,538,188 ","$64,008,076 ",Dimension Films,USA,Robert Rodriguez,Action,,Spy Kids 4: All the Time in the World,PG,8/19/11,100,3.6,Jessica Alba,17340,Robert Rodriguez
1993,1.6609,"$35,000,000 ","$58,131,500 ","$39,046,489 ","$64,852,314 ",Alcon Entertainment,USA,Luke Greenfield,Comedy,,Something Borrowed,PG-13,2005/6/11,100,5.9,Ginnifer Goodwin,51026,Jennie Snyder Urman
1993,1.6609,"$30,000,000 ","$49,827,000 ","$40,259,119 ","$66,866,371 ",Focus Features,USA,Joe Wright,Action,,Hanna,PG-13,2004/8/11,111,6.8,Saoirse Ronan,166517,Seth Lochhead
1993,1.6609,"$12,500,000 ","$20,761,250 ","$40,962,534 ","$68,034,673 ",Columbia Pictures,USA,George Clooney,Drama,,The Ides of March,R,2010/7/11,101,7.1,Paul Giamatti,198569,George Clooney
1993,1.6609,"$40,000,000 ","$66,436,000 ","$42,587,643 ","$70,733,816 ",New Line Cinema,USA,Steven Quale,Horror,,Final Destination 5,R,2008/12/11,92,5.9,Nicholas D'Agosto,89887,Eric Heisserer
1993,1.6609,"$18,000,000 ","$29,896,200 ","$43,853,424 ","$72,836,152 ",Enticing Entertainment,USA,Sean McNamara,Biography,,Soul Surfer,PG,2004/8/11,112,7.1,AnnaSophia Robb,38348,Sean McNamara
1993,1.6609,"$36,000,000 ","$59,792,400 ","$45,060,734 ","$74,841,373 ",New Line Cinema,USA,Bobby Farrelly,Comedy,,Hall Pass,R,2/25/11,105,5.9,Owen Wilson,108256,Pete Jones
1993,1.6609,"$70,000,000 ","$116,263,000 ","$48,475,290 ","$80,512,609 ",Universal Pictures,USA,Ron Howard,Comedy,,The Dilemma,PG-13,1/14/11,111,5.3,Vince Vaughn,45768,Allan Loeb
1993,1.6609,"$25,000,000 ","$41,522,500 ","$51,580,136 ","$85,669,448 ",Open Road Films (II),USA,Joe Carnahan,Action,,The Grey,R,1/27/12,117,6.8,Liam Neeson,214403,Joe Carnahan
1993,1.6609,"$57,000,000 ","$94,671,300 ","$51,774,002 ","$85,991,440 ",Columbia Pictures,USA,Mark Neveldine,Action,,Ghost Rider: Spirit of Vengeance,PG-13,2/17/12,96,4.3,Nicolas Cage,94617,Scott M. Gimple
1993,1.6609,"$24,000,000 ","$39,861,600 ","$51,802,742 ","$86,039,174 ",Paramount Pictures,USA,Craig Brewer,Comedy,,Footloose,PG-13,10/14/11,113,5.9,Kenny Wormald,40132,Dean Pitchford
1993,1.6609,"$21,000,000 ","$34,878,900 ","$52,698,535 ","$87,526,997 ",Fox 2000 Pictures,USA,David Bowers,Comedy,,Diary of a Wimpy Kid: Rodrick Rules,PG,3/25/11,100,6.6,Zachary Gordon,20904,Gabe Sachs
1993,1.6609,"$56,000,000 ","$93,010,400 ","$54,544,638 ","$90,593,189 ",New Line Cinema,USA,Garry Marshall,Comedy,,New Year's Eve,PG-13,2012/9/11,113,5.7,Sarah Jessica Parker,70914,Katherine Fugate
1993,1.6609,"$32,000,000 ","$53,148,800 ","$54,712,227 ","$90,871,538 ",Summit Entertainment,USA,Duncan Jones,Mystery,,Source Code,PG-13,2004/1/11,93,7.5,Jake Gyllenhaal,414859,Ben Ripley
1993,1.6609,"$60,000,000 ","$99,654,000 ","$55,100,437 ","$91,516,316 ",DreamWorks,USA,D.J. Caruso,Action,,I Am Number Four,PG-13,2/18/11,109,6.1,Alex Pettyfer,205616,Alfred Gough
1993,1.6609,"$35,000,000 ","$58,131,500 ","$55,802,754 ","$92,682,794 ",Screen Gems,USA,Will Gluck,Comedy,,Friends with Benefits,R,7/22/11,109,6.6,Mila Kunis,292555,Keith Merryman
1993,1.6609,"$40,000,000 ","$66,436,000 ","$58,009,200 ","$96,347,480 ",Lionsgate,USA,Brad Furman,Crime,,The Lincoln Lawyer,R,3/18/11,118,7.3,Matthew McConaughey,184728,John Romano
1993,1.6609,"$38,000,000 ","$63,114,200 ","$58,709,717 ","$97,510,969 ",Fox 2000 Pictures,USA,Francis Lawrence,Drama,,Water for Elephants,PG-13,4/22/11,100,6.9,Robert Pattinson,100146,Richard LaGravenese
1992,1.7107,"$15,000,000 ","$25,660,500 ","$3,301,046 ","$5,647,099 ",Lionsgate,USA,Fisher Stevens,Comedy,,Stand Up Guys,R,2002/1/13,100,6.5,Al Pacino,47799,Noah Haidle
1992,1.7107,"$2,500,000 ","$4,276,750 ","$3,325,638 ","$5,689,169 ",Dog Run Pictures,USA,Jake Schreier,Comedy,,Robot & Frank,PG-13,9/19/12,89,7.1,Peter Sarsgaard,55671,Christopher Ford
1992,1.7107,"$20,000,000 ","$34,214,000 ","$3,749,061 ","$6,413,519 ",Summit Entertainment,USA,Mabrouk El Mechri,Action,,The Cold Light of Day,PG-13,2009/7/12,93,4.9,Henry Cavill,30822,Scott Wiper
1992,1.7107,"$750,000 ","$1,283,025 ","$4,010,957 ","$6,861,544 ",FilmDistrict,USA,Colin Trevorrow,Comedy,,Safety Not Guaranteed,R,10/18/12,100,7,Aubrey Plaza,106586,Derek Connolly
1992,1.7107,"$17,000,000 ","$29,081,900 ","$4,930,798 ","$8,435,116 ",Warner Bros.,USA,Todd Lincoln,Horror,,The Apparition,PG-13,8/24/12,83,4.1,Ashley Greene,17172,Todd Lincoln
1992,1.7107,"$2,000,000 ","$3,421,400 ","$5,132,442 ","$8,780,069 ",Voltage Pictures,USA,Robert Redford,Drama,,The Company You Keep,R,4/26/13,125,6.4,Robert Redford,27858,Lem Dobbs
1992,1.7107,"$6,000,000 ","$10,264,200 ","$5,895,238 ","$10,084,984 ",NALA Films,USA,Matt Piedmont,Comedy,,Casa de mi Padre,R,2005/11/12,100,5.5,Will Ferrell,18126,Andrew Steele
1992,1.7107,"$1,000,000 ","$1,710,700 ","$6,002,451 ","$10,268,393 ",Fox Searchlight Pictures,USA,Ben Lewin,Biography,,The Sessions,R,11/16/12,95,7.2,John Hawkes,38014,Ben Lewin
1992,1.7107,"$20,000,000 ","$34,214,000 ","$6,002,756 ","$10,268,915 ",Fox 2000 Pictures,USA,Michael Apted,Biography,,Chasing Mavericks,PG,10/26/12,100,7.2,Jonny Weston,27057,Kario Salem
1992,1.7107,"$10,000,000 ","$17,107,000 ","$6,619,173 ","$11,323,419 ",Focus Features,USA,Lorene Scafaria,Adventure,,Seeking a Friend for the End of the World,R,6/22/12,101,6.7,Steve Carell,95050,Lorene Scafaria
