year,Inflation rate, budget ,budget_cleaned, gross ,gross_cleaned,company,country,director,genre,,name,rating,released,runtime,score,star,votes,writer
2009,1.1187,"$40,000,000 ","$44,748,000 ","$94,125,426 ","$105,298,114 ",Columbia Pictures,USA,Nora Ephron,Biography,,Julie & Julia,PG-13,2008/7/9,118,7,Amy Adams,86198,Nora Ephron
2009,1.1187,"$100,000,000 ","$111,870,000 ","$97,104,620 ","$108,630,938 ",Universal Pictures,USA,Michael Mann,Biography,,Public Enemies,R,2007/1/9,140,7,Christian Bale,244316,Ronan Bennett
2009,1.1187,"$105,000,000 ","$117,463,500 ","$104,400,899 ","$116,793,286 ",Walt Disney Animation Studios,USA,Ron Clements,Animation,,The Princess and the Frog,G,2012/11/9,97,7.1,Anika Noni Rose,97887,Ron Clements
2009,1.1187,"$130,000,000 ","$145,431,000 ","$107,509,799 ","$120,271,212 ",Warner Bros.,USA,Zack Snyder,Action,,Watchmen,R,2003/6/9,162,7.6,Jackie Earle Haley,419061,David Hayter
2009,1.1187,"$60,000,000 ","$67,122,000 ","$109,205,660 ","$122,168,372 ",Universal Pictures,USA,Peter Billingsley,Comedy,,Couples Retreat,PG-13,2010/9/9,113,5.5,Vince Vaughn,87743,Jon Favreau
2009,1.1187,"$85,000,000 ","$95,089,500 ","$112,735,375 ","$126,117,064 ",Universal Pictures,USA,Nancy Meyers,Comedy,,It's Complicated,R,12/25/09,100,6.6,Meryl Streep,74245,Nancy Meyers
2009,1.1187,"$150,000,000 ","$167,805,000 ","$119,436,770 ","$133,613,915 ",Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,,G-Force,PG,7/24/09,88,5.1,Will Arnett,35516,Cormac Wibberley
2009,1.1187,"$75,000,000 ","$83,902,500 ","$120,540,719 ","$134,848,902 ",Universal Pictures,USA,Quentin Tarantino,Adventure,,Inglourious Basterds,R,8/21/09,153,8.3,Brad Pitt,988686,Quentin Tarantino
2009,1.1187,"$100,000,000 ","$111,870,000 ","$124,870,275 ","$139,692,377 ",Columbia Pictures,USA,Phil Lord,Animation,,Cloudy with a Chance of Meatballs,PG,9/18/09,90,7,Anna Faris,167156,Phil Lord
2009,1.1187,"$200,000,000 ","$223,740,000 ","$125,322,469 ","$140,198,246 ","Halcyon Company, The",USA,McG,Action,,Terminator Salvation,PG-13,5/21/09,115,6.6,Christian Bale,301842,John Brancato
2009,1.1187,"$150,000,000 ","$167,805,000 ","$133,375,846 ","$149,207,559 ",Columbia Pictures,USA,Ron Howard,Mystery,,Angels & Demons,PG-13,5/15/09,138,6.7,Tom Hanks,232877,David Koepp
2009,1.1187,"$200,000,000 ","$223,740,000 ","$137,855,863 ","$154,219,354 ",Walt Disney Pictures,USA,Robert Zemeckis,Animation,,A Christmas Carol,PG,2011/6/9,96,6.8,Jim Carrey,80819,Robert Zemeckis
2009,1.1187,"$175,000,000 ","$195,772,500 ","$152,267,519 ","$170,341,674 ",Paramount Pictures,USA,Stephen Sommers,Action,,G.I. Joe: The Rise of Cobra,PG-13,2008/7/9,118,5.8,Dennis Quaid,182662,Stuart Beattie
2009,1.1187,"$85,000,000 ","$95,089,500 ","$155,064,265 ","$173,470,393 ",Universal Pictures,USA,Justin Lin,Action,,Fast & Furious,PG-13,2004/3/9,107,6.6,Vin Diesel,223114,Chris Morgan
2009,1.1187,"$40,000,000 ","$44,748,000 ","$163,958,031 ","$183,419,849 ",Touchstone Pictures,USA,Anne Fletcher,Comedy,,The Proposal,PG-13,6/19/09,108,6.7,Sandra Bullock,247443,Peter Chiarelli
2009,1.1187,"$200,000,000 ","$223,740,000 ","$166,112,167 ","$185,829,681 ",Columbia Pictures,USA,Roland Emmerich,Action,,2012,PG-13,11/13/09,158,5.8,John Cusack,303766,Roland Emmerich
2009,1.1187,"$150,000,000 ","$167,805,000 ","$177,243,721 ","$198,282,551 ",Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,,Night at the Museum: Battle of the Smithsonian,PG,5/22/09,105,5.9,Ben Stiller,143636,Robert Ben Garant
2009,1.1187,"$150,000,000 ","$167,805,000 ","$179,883,157 ","$201,235,288 ",Twentieth Century Fox Film Corporation,USA,Gavin Hood,Action,,X-Men Origins: Wolverine,PG-13,2005/1/9,107,6.7,Hugh Jackman,397838,David Benioff
2009,1.1187,"$90,000,000 ","$100,683,000 ","$196,573,705 ","$219,907,004 ",Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,,Ice Age: Dawn of the Dinosaurs,PG,2007/1/9,94,7,Ray Romano,182575,Peter Ackerman
2009,1.1187,"$175,000,000 ","$195,772,500 ","$198,351,526 ","$221,895,852 ",DreamWorks Animation,USA,Rob Letterman,Animation,,Monsters vs. Aliens,PG,3/27/09,94,6.5,Reese Witherspoon,123919,Maya Forbes
2009,1.1187,"$90,000,000 ","$100,683,000 ","$209,028,679 ","$233,840,383 ",Warner Bros.,USA,Guy Ritchie,Action,,Sherlock Holmes,PG-13,12/25/09,128,7.6,Robert Downey Jr.,511547,Michael Robert Johnson
2009,1.1187,"$75,000,000 ","$83,902,500 ","$219,614,612 ","$245,682,866 ",Fox 2000 Pictures,USA,Betty Thomas,Animation,,Alvin and the Chipmunks: The Squeakquel,PG,12/23/09,88,4.5,Jason Lee,34731,Jon Vitti
2009,1.1187,"$29,000,000 ","$32,442,300 ","$255,959,475 ","$286,341,865 ",Alcon Entertainment,USA,John Lee Hancock,Biography,,The Blind Side,PG-13,11/20/09,100,7.7,Quinton Aaron,242741,John Lee Hancock
2009,1.1187,"$150,000,000 ","$167,805,000 ","$257,730,019 ","$288,322,572 ",Paramount Pictures,USA,J.J. Abrams,Action,,Star Trek,PG-13,2005/8/9,127,8,Chris Pine,532987,Roberto Orci
2009,1.1187,"$35,000,000 ","$39,154,500 ","$277,322,503 ","$310,240,684 ",Warner Bros.,USA,Todd Phillips,Comedy,,The Hangover,R,2006/5/9,100,7.8,Zach Galifianakis,622881,Jon Lucas
2009,1.1187,"$175,000,000 ","$195,772,500 ","$293,004,164 ","$327,783,758 ",Pixar Animation Studios,USA,Pete Docter,Animation,,Up,PG,5/29/09,96,8.3,Edward Asner,743601,Pete Docter
2009,1.1187,"$50,000,000 ","$55,935,000 ","$296,623,634 ","$331,832,859 ",Temple Hill Entertainment,USA,Chris Weitz,Adventure,,The Twilight Saga: New Moon,PG-13,11/20/09,130,4.6,Kristen Stewart,232524,Melissa Rosenberg
2009,1.1187,"$200,000,000 ","$223,740,000 ","$402,111,870 ","$449,842,549 ",DreamWorks,USA,Michael Bay,Action,,Transformers: Revenge of the Fallen,PG-13,6/24/09,150,6,Shia LaBeouf,343549,Ehren Kruger
2008,1.1147,"$11,500,000 ","$12,819,050 ","$3,045 ","$3,394 ",Yari Film Group (YFG),USA,Rod Lurie,Crime,,Nothing But the Truth,R,7/29/09,108,7.2,Kate Beckinsale,32290,Rod Lurie
2008,1.1147,"$1,200,000 ","$1,337,640 ","$6,319 ","$7,044 ",Garbus Kroupa Entertainment,USA,James Bolton,Drama,,Dream Boy,R,2012/11/8,90,6.2,Stephan Bender,3250,James Bolton
2008,1.1147,"$25,000,000 ","$27,867,500 ","$6,820 ","$7,602 ",Edward R. Pressman Film,USA,Simon Hunter,Action,,Mutant Chronicles,R,2001/8/10,111,5.2,Thomas Jane,24230,Philip Eisner
2008,1.1147,"$20,000,000 ","$22,294,000 ","$19,780 ","$22,049 ",Universal Pictures,USA,Nick Moore,Comedy,,Wild Child,PG-13,11/28/08,98,6.1,Emma Roberts,40439,Lucy Dahl
2008,1.1147,"$3,500,000 ","$3,901,450 ","$27,349 ","$30,486 ",Lago Film,USA,Jennifer Lynch,Crime,,Surveillance,R,4/24/09,97,6.4,Julia Ormond,15448,Kent Harper
2008,1.1147,"$9,000,000 ","$10,032,300 ","$27,696 ","$30,873 ",Purple Pictures,USA,Tom Putnam,Comedy,,The Hottie & the Nottie,PG-13,2/21/08,91,1.9,Paris Hilton,34253,Heidi Ferrer
2008,1.1147,"$6,000,000 ","$6,688,200 ","$36,497 ","$40,683 ",Berk/Lane Entertainment,USA,S.R. Bindler,Comedy,,"Surfer, Dude",R,2009/5/8,100,4.7,Matthew McConaughey,7678,S.R. Bindler
2008,1.1147,"$2,900,000 ","$3,232,630 ","$36,756 ","$40,972 ",Stage 6 Films,USA,Ric Roman Waugh,Crime,,Felon,R,7/17/08,104,7.5,Stephen Dorff,68957,Ric Roman Waugh
2008,1.1147,"$15,000,000 ","$16,720,500 ","$83,361 ","$92,923 ",Lakeshore Entertainment,USA,Ry_ei Kitamura,Horror,,The Midnight Meat Train,R,2008/7/8,98,6.1,Vinnie Jones,51337,Jeff Buhler
2008,1.1147,"$8,000,000 ","$8,917,600 ","$108,662 ","$121,126 ",Metro-Goldwyn-Mayer (MGM),USA,Marc Sch_ermann,Crime,,Pathology,R,2004/11/8,95,6,Alyssa Milano,28065,Mark Neveldine
2008,1.1147,"$8,500,000 ","$9,474,950 ","$140,244 ","$156,330 ",Twisted Pictures,USA,Darren Lynn Bousman,Horror,,Repo! The Genetic Opera,R,11/20/08,98,6.7,Paul Sorvino,21319,Darren Smith
2008,1.1147,"$50,000,000 ","$55,735,000 ","$160,641 ","$179,067 ",The Weinstein Company,USA,Howard McCain,Action,,Outlander,R,2004/1/10,115,6.3,Jim Caviezel,66198,Dirk Blackman
2008,1.1147,"$20,000,000 ","$22,294,000 ","$200,399 ","$223,385 ",2929 Productions,USA,Guillermo Arriaga,Crime,,The Burning Plain,R,7/23/10,107,6.8,Charlize Theron,16366,Guillermo Arriaga
2008,1.1147,"$25,000,000 ","$27,867,500 ","$270,659 ","$301,704 ",TriStar Pictures,USA,Rodrigo Garc_,Drama,,Passengers,PG-13,10/24/08,93,5.9,Anne Hathaway,29805,Ronnie Christensen
2008,1.1147,"$5,000,000 ","$5,573,500 ","$346,286 ","$386,005 ",Jackson Income Fund,USA,Michael Keaton,Crime,,The Merry Gentleman,R,2012/4/9,110,6.6,Michael Keaton,2365,Ron Lazzeretti
2008,1.1147,"$10,000,000 ","$11,147,000 ","$580,862 ","$647,487 ",New Crime Productions,USA,Joshua Seftel,Action,,"War, Inc.",R,6/13/08,107,5.7,John Cusack,20411,Mark Leyner
2008,1.1147,"$25,000,000 ","$27,867,500 ","$1,090,947 ","$1,216,079 ",2929 Productions,USA,Barry Levinson,Comedy,,What Just Happened,R,10/31/08,104,5.7,Robert De Niro,24511,Art Linson
2008,1.1147,"$14,700,000 ","$16,386,090 ","$1,585,859 ","$1,767,757 ",Vivendi Entertainment,USA,Fatih Akin,Comedy,,"New York, I Love You",R,10/16/09,103,6.3,Shia LaBeouf,41273,Hu Hong
2008,1.1147,"$7,000,000 ","$7,802,900 ","$2,344,847 ","$2,613,801 ",Sony Pictures Classics,USA,David Mamet,Drama,,Redbelt,R,2005/9/8,99,6.8,Chiwetel Ejiofor,19183,David Mamet
2008,1.1147,"$3,000,000 ","$3,344,100 ","$2,926,565 ","$3,262,242 ",Fox Searchlight Pictures,USA,Clark Gregg,Comedy,,Choke,R,9/26/08,92,6.5,Sam Rockwell,29460,Clark Gregg
2008,1.1147,"$21,000,000 ","$23,408,700 ","$3,081,925 ","$3,435,422 ",Sidney Kimmel Entertainment,USA,Charlie Kaufman,Comedy,,"Synecdoche, New York",R,11/21/08,124,7.5,Philip Seymour Hoffman,63483,Charlie Kaufman
2008,1.1147,"$12,000,000 ","$13,376,400 ","$3,148,482 ","$3,509,613 ",2929 Productions,USA,James Gray,Drama,,Two Lovers,R,3/20/09,110,7.1,Joaquin Phoenix,31508,James Gray
2008,1.1147,"$8,000,000 ","$8,917,600 ","$3,393,161 ","$3,782,357 ",Kulture Machine,USA,Dennis Lee,Drama,,Fireflies in the Garden,R,11/13/09,99,6.5,Ryan Reynolds,11269,Robert Frost
2008,1.1147,"$20,000,000 ","$22,294,000 ","$3,519,627 ","$3,923,328 ",Endgame Entertainment,USA,Rian Johnson,Adventure,,The Brothers Bloom,PG-13,6/19/09,114,6.8,Rachel Weisz,43721,Rian Johnson
2008,1.1147,"$13,000,000 ","$14,491,100 ","$3,581,642 ","$3,992,456 ",Lakeshore Entertainment,USA,Isabel Coixet,Drama,,Elegy,R,8/29/08,112,6.8,Ben Kingsley,20231,Nicholas Meyer
2008,1.1147,"$5,000,000 ","$5,573,500 ","$4,040,588 ","$4,504,043 ",Shocking Bottle,USA,Randall Miller,Comedy,,Bottle Shock,PG-13,2009/5/8,110,6.8,Chris Pine,13051,Jody Savin
2008,1.1147,"$25,000,000 ","$27,867,500 ","$4,597,760 ","$5,125,123 ",Rifkin-Eberts,USA,Marcel Langenegger,Crime,,Deception,R,4/25/08,107,6.1,Hugh Jackman,34378,Mark Bomback
2008,1.1147,"$6,500,000 ","$7,245,550 ","$4,693,919 ","$5,232,312 ",Element Films,USA,Deb Hagan,Comedy,,College,R,8/29/08,100,4.6,Drake Bell,11342,Dan Callahan
2008,1.1147,"$9,000,000 ","$10,032,300 ","$4,881,867 ","$5,441,817 ",Bona Fide Productions,USA,Andrew Fleming,Comedy,,Hamlet 2,R,8/27/08,92,6.4,Steve Coogan,15574,Pam Brady
2008,1.1147,"$15,000,000 ","$16,720,500 ","$6,409,528 ","$7,144,701 ",Fox Atomic,USA,Peter Cattaneo,Comedy,,The Rocker,PG-13,8/20/08,102,6.2,Rainn Wilson,33768,Maya Forbes
2008,1.1147,"$20,000,000 ","$22,294,000 ","$6,563,357 ","$7,316,174 ",Pelican Productions LLC (I),USA,Fred Wolf,Adventure,,Strange Wilderness,R,2002/1/8,100,5.3,Steve Zahn,19380,Peter Gaulke
2008,1.1147,"$10,000,000 ","$11,147,000 ","$7,563,670 ","$8,431,223 ",Gold Circle Films,USA,Jeff Lowell,Comedy,,Over Her Dead Body,PG-13,2002/1/8,95,5.2,Eva Longoria,22072,Jeff Lowell
2008,1.1147,"$55,000,000 ","$61,308,500 ","$7,873,007 ","$8,776,041 ",Playtone,USA,Gil Kenan,Adventure,,City of Ember,PG,2010/10/8,90,6.5,Saoirse Ronan,56120,Caroline Thompson
2008,1.1147,"$45,000,000 ","$50,161,500 ","$7,916,887 ","$8,824,954 ",40 Acres & A Mule Filmworks,USA,Spike Lee,Action,,Miracle at St. Anna,R,9/26/08,160,6,Derek Luke,16239,James McBride
2008,1.1147,"$35,000,000 ","$39,014,500 ","$7,948,159 ","$8,859,813 ",Lionsgate,USA,Lexi Alexander,Action,,Punisher: War Zone,R,2012/5/8,103,6,Ray Stevenson,52479,Nick Santora
2008,1.1147,"$12,000,000 ","$13,376,400 ","$8,195,551 ","$9,135,581 ",LightWave Entertainment,USA,Darnell Martin,Biography,,Cadillac Records,R,2012/5/8,109,7,Adrien Brody,16677,Darnell Martin
2008,1.1147,"$19,000,000 ","$21,179,300 ","$8,402,485 ","$9,366,250 ",Summit Entertainment,USA,Sean Anders,Adventure,,Sex Drive,R,10/17/08,109,6.5,Josh Zuckerman,75976,Sean Anders
2008,1.1147,"$40,000,000 ","$44,588,000 ","$9,589,875 ","$10,689,834 ",Davis Entertainment,USA,Gary Fleder,Biography,,The Express,PG,2010/10/8,130,7.3,Rob Brown,17510,Charles Leavitt
2008,1.1147,"$25,000,000 ","$27,867,500 ","$10,911,750 ","$12,163,328 ",Paramount Pictures,USA,Kimberly Peirce,Drama,,Stop-Loss,R,3/28/08,112,6.5,Ryan Phillippe,18404,Mark Richard
2008,1.1147,"$60,000,000 ","$66,882,000 ","$11,802,056 ","$13,155,752 ",Twentieth Century Fox Film Corporation,USA,Brian Robbins,Adventure,,Meet Dave,PG,2007/11/8,90,4.9,Eddie Murphy,33540,Rob Greenberg
2008,1.1147,"$8,000,000 ","$8,917,600 ","$12,062,558 ","$13,446,133 ",Overture Films,USA,Christine Jeffs,Comedy,,Sunshine Cleaning,R,4/17/09,91,6.9,Amy Adams,63616,Megan Holley
2008,1.1147,"$20,000,000 ","$22,294,000 ","$13,214,030 ","$14,729,679 ",DreamWorks,USA,David Koepp,Comedy,,Ghost Town,PG-13,9/19/08,102,6.7,Ricky Gervais,63093,David Koepp
2008,1.1147,"$5,000,000 ","$5,573,500 ","$13,350,177 ","$14,881,442 ",Huntington Prep,USA,Mickey Liddell,Drama,,The Haunting of Molly Hartley,PG-13,10/31/08,82,3.9,Haley Bennett,8232,John Travis
2008,1.1147,"$20,000,000 ","$22,294,000 ","$14,190,901 ","$15,818,597 ",Lionsgate,USA,Jason Friedberg,Comedy,,Disaster Movie,PG-13,8/29/08,87,1.9,Carmen Electra,78142,Jason Friedberg
2008,1.1147,"$40,000,000 ","$44,588,000 ","$15,279,680 ","$17,032,259 ",Initial Entertainment Group (IEG),USA,Danny Pang,Action,,Bangkok Dangerous,R,2009/5/8,99,5.4,Nicolas Cage,50355,Jason Richman
2008,1.1147,"$30,000,000 ","$33,441,000 ","$15,709,385 ","$17,511,251 ",New Line Cinema,USA,Gavin O'Connor,Crime,,Pride and Glory,R,10/24/08,130,6.7,Edward Norton,55020,Joe Carnahan
2008,1.1147,"$21,000,000 ","$23,408,700 ","$16,284,360 ","$18,152,176 ",Touchstone Pictures,USA,Joshua Michael Stern,Comedy,,Swing Vote,PG-13,2008/1/8,120,6.1,Kevin Costner,15740,Jason Richman
2008,1.1147,"$15,000,000 ","$16,720,500 ","$17,017,811 ","$18,969,754 ",Voltage Pictures,USA,Kathryn Bigelow,Drama,,The Hurt Locker,R,7/31/09,131,7.6,Jeremy Renner,359240,Mark Boal
2008,1.1147,"$8,000,000 ","$8,917,600 ","$17,432,844 ","$19,432,391 ",DreamWorks,USA,Carter Smith,Horror,,The Ruins,R,2004/4/8,90,5.9,Shawn Ashmore,62603,Scott B. Smith
2008,1.1147,"$10,000,000 ","$11,147,000 ","$17,655,201 ","$19,680,253 ",Picturehouse,USA,Patricia Rozema,Drama,,Kit Kittredge: An American Girl,G,2007/2/8,101,6.6,Abigail Breslin,4988,Ann Peacock
2008,1.1147,"$25,000,000 ","$27,867,500 ","$18,593,156 ","$20,725,791 ",Universal Pictures,USA,Ron Howard,Biography,,Frost/Nixon,R,1/23/09,122,7.7,Frank Langella,92248,Peter Morgan
2008,1.1147,"$40,000,000 ","$44,588,000 ","$19,219,250 ","$21,423,698 ",Lionsgate,USA,Howard Deutch,Comedy,,My Best Friend's Girl,R,9/19/08,101,5.9,Kate Hudson,38869,Jordan Cahan
2008,1.1147,"$25,000,000 ","$27,867,500 ","$19,528,602 ","$21,768,533 ",Exodus Film Group,USA,Tony Leondis,Animation,,Igor,PG,9/19/08,87,6,John Cusack,20476,Chris McKenna
2008,1.1147,"$60,000,000 ","$66,882,000 ","$19,781,879 ","$22,050,861 ",Lionsgate,USA,Frank Miller,Action,,The Spirit,PG-13,12/25/08,103,4.8,Gabriel Macht,55602,Frank Miller
2008,1.1147,"$20,000,000 ","$22,294,000 ","$20,207,003 ","$22,524,746 ",New Line Cinema,USA,Ed Harris,Crime,,Appaloosa,R,2010/3/8,115,6.8,Ed Harris,52814,Robert Knott
2008,1.1147,"$22,000,000 ","$24,523,400 ","$20,668,843 ","$23,039,559 ",Big City Pictures,USA,Callie Khouri,Comedy,,Mad Money,PG-13,1/18/08,104,5.8,Diane Keaton,17753,Glenn Gers
2008,1.1147,"$30,000,000 ","$33,441,000 ","$20,981,633 ","$23,388,226 ",Twentieth Century Fox Film Corporation,USA,Chris Carter,Drama,,The X Files: I Want to Believe,PG-13,7/25/08,104,5.9,David Duchovny,81648,Frank Spotnitz
2008,1.1147,"$35,000,000 ","$39,014,500 ","$22,911,480 ","$25,539,427 ",DreamWorks,USA,Sam Mendes,Drama,,Revolutionary Road,R,1/23/09,119,7.3,Leonardo DiCaprio,162463,Justin Haythe
2008,1.1147,"$22,000,000 ","$24,523,400 ","$23,530,831 ","$26,229,817 ",Overture Films,USA,Jeffrey Nachmanoff,Action,,Traitor,PG-13,8/27/08,114,7,Don Cheadle,50958,Jeffrey Nachmanoff
2008,1.1147,"$20,000,000 ","$22,294,000 ","$24,850,922 ","$27,701,323 ",Summit Entertainment,USA,Jeff Wadlow,Action,,Never Back Down,PG-13,3/14/08,110,6.6,Sean Faris,85496,Chris Hauty
2008,1.1147,"$25,100,000 ","$27,978,970 ","$25,534,493 ","$28,463,299 ",Lionsgate,USA,Oliver Stone,Biography,,W.,PG-13,10/17/08,129,6.3,Josh Brolin,42504,Stanley Weiser
2008,1.1147,"$35,000,000 ","$39,014,500 ","$25,871,834 ","$28,839,333 ",Dimension Films,USA,Craig Mazin,Action,,Superhero Movie,PG-13,3/28/08,75,4.5,Drake Bell,55389,Craig Mazin
2008,1.1147,"$8,000,000 ","$8,917,600 ","$25,926,543 ","$28,900,317 ",Regency Enterprises,USA,Masayuki Ochiai,Horror,,Shutter,PG-13,3/21/08,85,5.2,Joshua Jackson,28640,Luke Dawson
2008,1.1147,"$6,000,000 ","$6,688,200 ","$26,236,603 ","$29,245,941 ",Wild Bunch,USA,Darren Aronofsky,Drama,,The Wrestler,R,1/30/09,109,7.9,Mickey Rourke,263945,Robert D. Siegel
2008,1.1147,"$20,000,000 ","$22,294,000 ","$26,415,649 ","$29,445,524 ",Fox Searchlight Pictures,USA,David Ayer,Action,,Street Kings,R,2004/11/8,109,6.8,Keanu Reeves,98463,James Ellroy
2008,1.1147,"$16,500,000 ","$18,392,550 ","$26,902,075 ","$29,987,743 ",Picturehouse,USA,Diane English,Comedy,,The Women,PG-13,2009/12/8,114,4.9,Meg Ryan,17778,Diane English
2008,1.1147,"$32,000,000 ","$35,670,400 ","$28,644,813 ","$31,930,373 ",Paramount Vantage,USA,Edward Zwick,Action,,Defiance,R,1/16/09,137,7.2,Daniel Craig,123415,Clayton Frohman
2008,1.1147,"$35,000,000 ","$39,014,500 ","$28,687,835 ","$31,978,330 ",Screen Gems,USA,Gregory Hoblit,Crime,,Untraceable,R,1/25/08,101,6.2,Diane Lane,42864,Robert Fyvolent
2008,1.1147,"$35,000,000 ","$39,014,500 ","$30,691,439 ","$34,211,747 ",Regency Enterprises,USA,Alexandre Aja,Horror,,Mirrors,R,8/15/08,110,6.2,Kiefer Sutherland,91597,Alexandre Aja
2008,1.1147,"$58,000,000 ","$64,652,600 ","$31,199,215 ","$34,777,765 ",Universal Pictures,USA,George Clooney,Comedy,,Leatherheads,PG-13,2004/4/8,114,6,George Clooney,28721,Duncan Brantley
2008,1.1147,"$12,000,000 ","$13,376,400 ","$31,418,697 ","$35,022,422 ",Lionsgate,USA,David Moreau,Horror,,The Eye,PG-13,2002/1/8,98,5.4,Jessica Alba,46394,Sebastian Gutierrez
2008,1.1147,"$24,000,000 ","$26,752,800 ","$31,457,946 ","$35,066,172 ",Blue Askew,USA,Kevin Smith,Comedy,,Zack and Miri Make a Porno,R,10/31/08,101,6.6,Seth Rogen,156855,Kevin Smith
2008,1.1147,"$9,000,000 ","$10,032,300 ","$31,487,293 ","$35,098,886 ",Screen Gems,USA,Peter Sollett,Comedy,,Nick and Norah's Infinite Playlist,PG-13,2010/3/8,90,6.7,Michael Cera,78985,Lorene Scafaria
2008,1.1147,"$12,000,000 ","$13,376,400 ","$31,691,811 ","$35,326,862 ",Screen Gems,USA,John Erick Dowdle,Horror,,Quarantine,R,2010/10/8,89,6,Jennifer Carpenter,61042,John Erick Dowdle
2008,1.1147,"$20,000,000 ","$22,294,000 ","$31,841,299 ","$35,493,496 ",Focus Features,USA,Gus Van Sant,Biography,,Milk,R,1/30/09,128,7.6,Sean Penn,145398,Dustin Lance Black
2008,1.1147,"$40,000,000 ","$44,588,000 ","$32,853,640 ","$36,621,953 ",Paramount Pictures,USA,Steven Brill,Comedy,,Drillbit Taylor,PG-13,3/21/08,110,5.7,Owen Wilson,52554,Kristofor Brown
2008,1.1147,"$20,000,000 ","$22,294,000 ","$33,422,556 ","$37,256,123 ",Goodspeed Productions,USA,John Patrick Shanley,Drama,,Doubt,PG-13,12/25/08,104,7.5,Meryl Streep,105844,John Patrick Shanley
2008,1.1147,"$500,000 ","$557,350 ","$33,456,317 ","$37,293,757 ",Samuel Goldwyn Films,USA,Alex Kendrick,Drama,,Fireproof,PG,9/26/08,100,6.6,Kirk Cameron,18256,Alex Kendrick
2008,1.1147,"$55,000,000 ","$61,308,500 ","$33,472,850 ","$37,312,186 ",New Line Cinema,USA,Kent Alterman,Comedy,,Semi-Pro,R,2/29/08,91,5.8,Will Ferrell,70423,Scot Armstrong
2008,1.1147,"$32,000,000 ","$35,670,400 ","$34,194,407 ","$38,116,505 ",The Weinstein Company,USA,Stephen Daldry,Drama,,The Reader,R,1/30/09,124,7.6,Kate Winslet,202175,David Hare
2008,1.1147,"$8,500,000 ","$9,474,950 ","$35,161,554 ","$39,194,584 ",Lucasfilm Animation,USA,Dave Filoni,Animation,,Star Wars: The Clone Wars,PG,8/15/08,98,5.9,Matt Lanter,45749,Henry Gilroy
2008,1.1147,"$55,000,000 ","$61,308,500 ","$35,739,802 ","$39,839,157 ",Imagine Entertainment,USA,Clint Eastwood,Biography,,Changeling,R,10/31/08,141,7.8,Angelina Jolie,209863,J. Michael Straczynski
2008,1.1147,"$45,000,000 ","$50,161,500 ","$36,316,032 ","$40,481,481 ",Universal Pictures,USA,Paul W.S. Anderson,Action,,Death Race,R,8/22/08,105,6.4,Jason Statham,176350,Paul W.S. Anderson
2008,1.1147,"$11,000,000 ","$12,261,700 ","$37,766,350 ","$42,098,150 ",Fox Searchlight Pictures,USA,Gina Prince-Bythewood,Drama,,The Secret Life of Bees,PG-13,10/17/08,114,7.3,Dakota Fanning,21142,Gina Prince-Bythewood
2008,1.1147,"$12,000,000 ","$13,376,400 ","$38,087,366 ","$42,455,987 ",New Line Cinema,USA,Jon Hurwitz,Adventure,,Harold & Kumar Escape from Guantanamo Bay,R,4/25/08,107,6.6,John Cho,119141,Jon Hurwitz
2008,1.1147,"$30,000,000 ","$33,441,000 ","$38,233,676 ","$42,619,079 ",New Regency Pictures,USA,Jason Friedberg,Comedy,,Meet the Spartans,PG-13,1/25/08,86,2.7,Sean Maguire,92856,Jason Friedberg
2008,1.1147,"$22,000,000 ","$24,523,400 ","$39,263,506 ","$43,767,030 ",Screen Gems,USA,Neil LaBute,Crime,,Lakeview Terrace,PG-13,9/19/08,110,6.1,Samuel L. Jackson,42915,David Loughery
2008,1.1147,"$70,000,000 ","$78,029,000 ","$39,394,666 ","$43,913,234 ",Warner Bros.,USA,Ridley Scott,Action,,Body of Lies,R,2010/10/8,128,7.1,Leonardo DiCaprio,185521,William Monahan
2008,1.1147,"$60,000,000 ","$66,882,000 ","$40,081,410 ","$44,678,748 ",Millennium Films,USA,Jon Avnet,Action,,Righteous Kill,R,2009/12/8,101,6,Robert De Niro,76498,Russell Gewirtz
2008,1.1147,"$30,000,000 ","$33,441,000 ","$41,850,659 ","$46,650,930 ",Warner Bros.,USA,George C. Wolfe,Drama,,Nights in Rodanthe,PG-13,9/26/08,97,6,Diane Lane,19478,Ann Peacock
2008,1.1147,"$35,000,000 ","$39,014,500 ","$42,436,517 ","$47,303,985 ",Universal Pictures,USA,Malcolm D. Lee,Comedy,,"Welcome Home, Roscoe Jenkins",PG-13,2002/8/8,100,5.4,Martin Lawrence,11439,Malcolm D. Lee
2008,1.1147,"$20,000,000 ","$22,294,000 ","$43,869,350 ","$48,901,164 ",Alliance,USA,Nelson McCormick,Horror,,Prom Night,PG-13,2004/11/8,88,3.9,Brittany Snow,29352,J.S. Cardone
2008,1.1147,"$120,000,000 ","$133,764,000 ","$43,945,766 ","$48,986,345 ",Warner Bros.,USA,Lana Wachowski,Action,,Speed Racer,PG,2005/9/8,135,6,Emile Hirsch,61086,Lilly Wachowski
